4932.YKL085W	4932.YBR027C	0
4932.YBR186W	4932.YDR341C	0
4932.YOR197W	4932.YPL114W	0
4932.YBR160W	4932.YOR142W	0
4932.YOR365C	4932.YLR141W	0
4932.YPR126C	4932.YOR052C	0
4932.YLR416C	4932.YBL050W	0
4932.YPR054W	4932.YBR057C	0
4932.YPR172W	4932.YLL033W	0
4932.YKL204W	4932.YGR275W	0
4932.YAR020C	4932.YKR011C	0
4932.YHR012W	4932.YNL187W	0
4932.YHL050W-A	4932.YJL212C	0
4932.YPL257W-A	4932.YNL111C	0
4932.YMR188C	4932.YIL039W	0
4932.YFR022W	4932.YHR005C	0
4932.YBR173C	4932.YML024W	0
4932.YLR250W	4932.YOR376W-A	0
4932.YKL075C	4932.YAL058W	0
4932.YHR214C-E	4932.YJL022W	0
4932.YER148W	4932.YDR033W	0
4932.YGL158W	4932.YKR081C	0
4932.YHL010C	4932.YOL149W	0
4932.YDR288W	4932.YLR041W	0
4932.YHR110W	4932.YDR059C	0
4932.YGL181W	4932.YML024W	0
4932.YNL160W	4932.YBR084C-A	0
4932.YHL009W-A	4932.YHL031C	0
4932.YFL029C	4932.YJL123C	0
4932.YDL097C	4932.YOR261C	1
4932.YNL282W	4932.YBL084C	0
4932.YNL261W	4932.YOR008C-A	0
4932.YCL057C-A	4932.YMR068W	0
4932.YER019C-A	4932.YCL026C-A	0
4932.YML115C	4932.YDR370C	0
4932.YGL221C	4932.YDR435C	0
4932.YPR027C	4932.YJR120W	0
4932.YOR339C	4932.YGL176C	0
4932.YBL108W	4932.YMR057C	0
4932.YOR353C	4932.YPL212C	0
4932.YPR011C	4932.YNL296W	0
4932.YDR014W	4932.YHL041W	0
4932.YJR003C	4932.YJL006C	0
4932.YDR378C	4932.YDL067C	0
4932.YBR087W	4932.YOL013W-A	0
4932.YMR099C	4932.YGR276C	0
4932.YBL092W	4932.YMR201C	0
4932.YLR441C	4932.YCR018C-A	0
4932.YIL014W	4932.YLR120C	0
4932.YJL088W	4932.YER046W	0
4932.YOR210W	4932.YDR184C	0
4932.YPR016C	4932.YLR388W	0
4932.YPR020W	4932.YLR146W-A	0
4932.YGR095C	4932.YPL170W	0
4932.YFL019C	4932.YEL068C	0
4932.YBR187W	4932.YJL009W	0
4932.YDL163W	4932.YGR101W	0
4932.YDL196W	4932.YER038C	0
4932.YBR222C	4932.YBR102C	0
4932.YNL265C	4932.YCR015C	0
4932.YOR073W-A	4932.YJR156C	0
4932.YGL071W	4932.YER140W	0
4932.YNL037C	4932.YHR100C	0
4932.YNL040W	4932.YHL018W	0
4932.YBL083C	4932.YDR398W	0
4932.YOR090C	4932.YBR272C	0
4932.YLR444C	4932.YNL046W	0
4932.YGR179C	4932.YBR124W	0
4932.YDR144C	4932.YAR033W	0
4932.YKR069W	4932.YCR086W	0
4932.YOR364W	4932.YDR496C	0
4932.YDR511W	4932.YER080W	0
4932.YDL010W	4932.YPL251W	0
4932.YEL003W	4932.YKL098W	0
4932.YNL164C	4932.YDL199C	0
4932.YPR175W	4932.YHL034W-A	0
4932.YLR155C	4932.YHR024C	0
4932.YBR120C	4932.YGR210C	0
4932.YIL166C	4932.YDR380W	0
4932.YCR049C	4932.YPR017C	0
4932.YER067C-A	4932.YER128W	0
4932.YMR044W	4932.YPL116W	1
4932.YAL005C	4932.YGR123C	1
4932.YBR143C	4932.YGR212W	0
4932.YAR019W-A	4932.YAL046C	0
4932.YDR501W	4932.YAL046C	0
4932.YLR048W	4932.YGR041W	0
4932.YOR269W	4932.YLR401C	0
4932.YNL177C	4932.YAL022C	0
4932.YBR193C	4932.YDR527W	0
4932.YER171W	4932.YMR048W	1
4932.YDR524C-B	4932.YIL157C	0
4932.YMR264W	4932.YLR253W	0
4932.YDR520C	4932.YGL198W	0
4932.YOR070C	4932.YDR047W	0
4932.YMR304C-A	4932.YOR239W	0
4932.YOR315W	4932.YNL074C	0
4932.YKL037W	4932.YMR032W	0
4932.YER056C-A	4932.YPR016C	1
4932.YIR030C	4932.YGL175C	0
4932.YPL156C	4932.YGL135W	0
4932.YKL117W	4932.YKL180W	1
4932.YPR192W	4932.YIL067C	0
4932.YNL119W	4932.YGL029W	0
4932.YDR034C-A	4932.YDR037W	0
4932.YPL021W	4932.YFR015C	0
4932.YCR018C	4932.YJR082C	0
4932.YDR349C	4932.YGL200C	0
4932.YJL202C	4932.YNL319W	0
4932.YER188C-A	4932.YHR056W-A	0
4932.YLR011W	4932.YMR011W	0
4932.YAL054C	4932.YOL005C	0
4932.YKL104C	4932.YPL111W	1
4932.YER039C	4932.YFR018C	0
4932.YGR103W	4932.YOR039W	1
4932.YIL007C	4932.YNL156C	0
4932.YGR276C	4932.YGR269W	0
4932.YBR082C	4932.YOR156C	1
4932.YGR182C	4932.YGR225W	0
4932.YFL062W	4932.YBR178W	0
4932.YOL055C	4932.YDR052C	0
4932.YER190C-B	4932.YGR166W	0
4932.YOR115C	4932.YML045W-A	0
4932.YDL208W	4932.YDR174W	1
4932.YNL246W	4932.YKL143W	0
4932.YHR181W	4932.YBR138C	0
4932.YDR181C	4932.YDL192W	0
4932.YLR372W	4932.YIL003W	0
4932.YER007W	4932.YCL001W-A	0
4932.YDR079C-A	4932.YOR352W	1
4932.YDR365W-A	4932.YGL257C	0
4932.YGL097W	4932.YMR220W	0
4932.YMR118C	4932.YPR074C	0
4932.YHR011W	4932.YGR137W	0
4932.YAL066W	4932.YGL143C	0
4932.YKL018W	4932.YPR015C	0
4932.YLR269C	4932.YGL205W	0
4932.YJR004C	4932.YFL030W	0
4932.YDR428C	4932.YBR232C	0
4932.YDR290W	4932.YJL126W	0
4932.YLR441C	4932.YDR311W	0
4932.YKR081C	4932.YMR268C	0
4932.YLR154W-A	4932.YKL166C	0
4932.YGL125W	4932.YIL165C	0
4932.YFR001W	4932.YHL029C	0
4932.YPR034W	4932.YLR464W	0
4932.YBL058W	4932.YML013W	1
4932.YNL166C	4932.YKR068C	0
4932.YMR209C	4932.YER156C	0
4932.YCL001W	4932.YGL259W	0
4932.YJL135W	4932.YPR149W	0
4932.YGL023C	4932.YOR009W	0
4932.YBL098W	4932.YJL201W	0
4932.YIL157C	4932.YPR150W	0
4932.YJL131C	4932.YCR107W	0
4932.YNL322C	4932.YDR228C	0
4932.YNR028W	4932.YER148W	0
4932.YBL039C	4932.YKL144C	1
4932.YCR031C	4932.YGR054W	1
4932.YPL043W	4932.YGR260W	0
4932.YDL201W	4932.YDL229W	0
4932.YJL115W	4932.YLR081W	0
4932.YOL028C	4932.YNR006W	0
4932.YOR085W	4932.YOR121C	0
4932.YPL027W	4932.YPR102C	0
4932.YMR020W	4932.YMR172W	0
4932.YER119C	4932.YDR315C	0
4932.YBL056W	4932.YIL055C	0
4932.YNR062C	4932.YNL181W	0
4932.YBL072C	4932.YHL015W	1
4932.YJR023C	4932.YLR023C	0
4932.YJL054W	4932.YIL150C	0
4932.YBR279W	4932.YKR043C	0
4932.YLR331C	4932.YAL020C	0
4932.YPL148C	4932.YPR145W	0
4932.YAL016C-B	4932.YLR316C	0
4932.YDR146C	4932.YLR078C	0
4932.YKL004W	4932.YMR197C	0
4932.YCL056C	4932.YPR060C	0
4932.YBR164C	4932.YNR012W	0
4932.YBR279W	4932.YIL035C	1
4932.YPL011C	4932.YMR081C	0
4932.YEL077W-A	4932.YOR034C	0
4932.YLR065C	4932.YJL014W	0
4932.YHR200W	4932.YPL093W	0
4932.YIR008C	4932.YDR541C	0
4932.YER179W	4932.YLR116W	0
4932.YDR205W	4932.YGR139W	0
4932.YLR423C	4932.YHR083W	0
4932.YKL045W	4932.YDL088C	0
4932.YNL089C	4932.YER180C	0
4932.YOR128C	4932.YLR141W	0
4932.YOR122C	4932.YGR248W	0
4932.YLR291C	4932.YGR055W	0
4932.YDL068W	4932.YPL079W	0
4932.YBL072C	4932.YJR161C	0
4932.YGL048C	4932.YLL039C	1
4932.YDR384C	4932.YIL148W	0
4932.YFR014C	4932.YKL145W	1
4932.YPL239W	4932.YKR048C	0
4932.YDL213C	4932.YHR190W	0
4932.YPL007C	4932.YBR095C	0
4932.YMR265C	4932.YGL194C	0
4932.YKL219W	4932.YBR109W-A	0
4932.YGR246C	4932.YJL115W	1
4932.YAL020C	4932.YOR130C	0
4932.YPL046C	4932.YLR431C	0
4932.YIL020C-A	4932.YER064C	0
4932.YPR170W-B	4932.YOR145C	0
4932.YEL009C	4932.YHL027W	1
4932.YGL220W	4932.YIL144W	0
4932.YDR388W	4932.YGL175C	1
4932.YNL301C	4932.YDR324C	0
4932.YDR308C	4932.YMR243C	0
4932.YJL015C	4932.YDR533C	0
4932.YCR068W	4932.YDR169C	0
4932.YER116C	4932.YEL069C	0
4932.YMR238W	4932.YFL012W-A	0
4932.YDL229W	4932.YGR159C	1
4932.YML025C	4932.YKL117W	0
4932.YPR100W	4932.YNL266W	0
4932.YKR090W	4932.YKL081W	0
4932.YER053C	4932.YML031C-A	0
4932.YPL096C-A	4932.YPL175W	1
4932.YBL074C	4932.YLR147C	1
4932.YBR241C	4932.YNL237W	0
4932.YPL057C	4932.YJL101C	0
4932.YDL084W	4932.YDR366C	0
4932.YOR231W	4932.YDR289C	0
4932.YLL029W	4932.YMR113W	0
4932.YAR023C	4932.YJL061W	0
4932.YDL020C	4932.YPR175W	1
4932.YGR221C	4932.YPR143W	0
4932.YPR037C	4932.YKL018W	0
4932.YIL108W	4932.YBR061C	0
4932.YNL104C	4932.YGL086W	0
4932.YOL116W	4932.YPR070W	0
4932.YNL177C	4932.YLR007W	0
4932.YNL187W	4932.YBR039W	0
4932.YDL219W	4932.YJL057C	0
4932.YBR047W	4932.YKL070W	0
4932.YDL076C	4932.YPR084W	0
4932.YAL004W	4932.YMR285C	0
4932.YOR161W-B	4932.YHR074W	0
4932.YML017W	4932.YNR038W	0
4932.YDR088C	4932.YNR057C	0
4932.YER099C	4932.YGL192W	0
4932.YNL306W	4932.YPL018W	0
4932.YPL196W	4932.YMR087W	0
4932.YGL116W	4932.YBR010W	0
4932.YAL025C	4932.YOR394W	0
4932.YDL205C	4932.YLR433C	0
4932.YDL131W	4932.YGR244C	1
4932.YLR154W-C	4932.YDL247W	0
4932.YFL062W	4932.YBR151W	0
4932.YIL154C	4932.YBR096W	0
4932.YMR194W	4932.YDL016C	0
4932.YPL151C	4932.YCR021C	0
4932.YOR026W	4932.YPR114W	0
4932.YCR046C	4932.YKL042W	0
4932.YAR015W	4932.YLR109W	0
4932.YMR040W	4932.YDL138W	0
4932.YDL036C	4932.YPL135C-A	0
4932.YLR302C	4932.YIL062C	0
4932.YDR364C	4932.YIL110W	0
4932.YKL098W	4932.YBL113C	0
4932.YCL005W-A	4932.YPL005W	0
4932.YBR189W	4932.YGR085C	1
4932.YLR132C	4932.YDL246C	0
4932.YOR103C	4932.YCL046W	0
4932.YKL153W	4932.YGR038W	0
4932.YAL042W	4932.YEL047C	0
4932.YAL062W	4932.YDL050C	0
4932.YHL047C	4932.YJL023C	0
4932.YDR068W	4932.YNL128W	0
4932.YGR295C	4932.YIL027C	0
4932.YOR396C-A	4932.YDL037C	0
4932.YGR085C	4932.YIL052C	1
4932.YIR009W	4932.YOR308C	1
4932.YOR318C	4932.YLR245C	0
4932.YKR045C	4932.YDR406W-A	0
4932.YDR131C	4932.YPR080W	0
4932.YHR146W	4932.YNL326C	0
4932.YGL078C	4932.YKR063C	1
4932.YJR094C	4932.YBL080C	0
4932.YMR232W	4932.YBR092C	0
4932.YCR036W	4932.YLR037C	0
4932.YDR353W	4932.YGL069C	0
4932.YGR244C	4932.YFR009W	0
4932.YBL048W	4932.YLR213C	0
4932.YIR030W-A	4932.YFL060C	0
4932.YGL145W	4932.YLR192C	0
4932.YGL172W	4932.YDR018C	0
4932.YDL235C	4932.YOL035C	0
4932.YDR072C	4932.YJR082C	0
4932.YFL066C	4932.YOR043W	0
4932.YDL061C	4932.YGR088W	0
4932.YER177W	4932.YOR082C	0
4932.YLR221C	4932.YLR455W	0
4932.YJL199C	4932.YAR010C	0
